%# iteration evaluations sigma axisratio fitness_of(bestever best median worst) mindii idxmaxSD maxSD idxminSD minSD (randomSeed=1615389099698, Wed Mar 10 16:11:39 CET 2021)

1 14 0.16496672784477037 1.0 -6.0 -6.0 -3.0 -2.0 1.0 11 0.16530213435440494 9 0.1645409716332368
2 28 0.15689191979448042 1.0 -7.0 -7.0 -5.0 -2.0 1.0 16 0.1570404730108586 15 0.15616323723014622
3 42 0.15224819070157158 1.0351963402863458 -8.0 -8.0 -6.0 -4.0 0.9941751514369912 9 0.15270756579319597 1 0.1512814580745507
4 56 0.1514983431071134 1.0351963402863458 -8.0 -8.0 -6.0 -5.0 0.9941751514369912 9 0.15274401169249557 1 0.15015848933976828
5 70 0.15038453668509671 1.060502686946444 -9.0 -9.0 -7.0 -6.0 0.9883842317347663 9 0.15183877869599519 29 0.14916278703764846
6 84 0.15117401207012107 1.060502686946444 -9.0 -9.0 -8.0 -5.0 0.9883842317347663 9 0.15245706142843415 17 0.1499959939778498
7 98 0.14998722312645774 1.08304083733677 -10.0 -10.0 -8.0 -0.4940806302157315 0.9828580387533995 9 0.15097342600292496 17 0.1486515236886564
8 112 0.1506207811073592 1.08304083733677 -10.0 -10.0 -8.0 -7.0 0.9828580387533995 7 0.15228262324077244 17 0.14900423165759746
9 126 0.1513600996715863 1.1068193566399394 -11.0 -11.0 -9.0 -7.0 0.9779744832129601 7 0.15313787830560108 17 0.14971683892040066
10 140 0.15428241276408103 1.1068193566399394 -11.0 -10.0 -8.0 -8.0 0.9779744832129601 7 0.15593216866740128 17 0.1526967596699486
11 154 0.15984517294082745 1.1415390423549676 -11.0 -10.0 -9.0 -5.0 0.97301431476132 27 0.16214125942244312 2 0.15812222900820722
12 168 0.16174331235804792 1.1415390423549676 -11.0 -10.0 -9.0 -7.0 0.97301431476132 27 0.16417051385675063 2 0.1596703108200903
13 182 0.1642410903893791 1.188326153523562 -11.0 -11.0 -9.0 -6.0 0.9684626306432201 7 0.16720649089679832 2 0.16200210980855015
14 196 0.1651979896141213 1.188326153523562 -11.0 -10.0 -9.0 -6.0 0.9684626306432201 7 0.16813120557019634 2 0.16266981310132805
15 210 0.1621257826345661 1.2287092526179124 -12.0 -12.0 -9.0 -7.0 0.9638490541872726 7 0.16522508044893652 2 0.1595293561482181
16 224 0.16242970280558824 1.2287092526179124 -12.0 -11.0 -9.0 -7.0 0.9638490541872726 7 0.1654619347871202 2 0.1597301586561456
17 238 0.16315028935182715 1.255629033940536 -12.0 -10.0 -9.0 -6.0 0.9601480558828781 30 0.16651120657858587 2 0.1604085123574327
18 252 0.16234565418641791 1.255629033940536 -12.0 -11.0 -9.0 -6.0 0.9601480558828781 30 0.16574958743000112 13 0.15949602660984333
19 266 0.1601647867770433 1.290386207865916 -12.0 -10.0 -9.0 -7.0 0.9563740331384984 30 0.16358036342457946 2 0.15736503638417865
20 280 0.15707182626459235 1.290386207865916 -12.0 -10.0 -9.0 -8.0 0.9563740331384984 30 0.160459374600468 13 0.15419950285609152
21 294 0.15088646159078117 1.3114801469224486 -12.0 -11.0 -10.0 -8.0 0.9526934728532543 30 0.15413955732874857 20 0.14800354625884418
22 308 0.14504689490427833 1.3114801469224486 -12.0 -11.0 -9.0 -6.0 0.9526934728532543 30 0.14810111545966556 20 0.14207065703490898
23 322 0.14536909744478757 1.3267201743042174 -12.0 -12.0 -10.0 -7.0 0.9486348348829212 15 0.14917064945356745 20 0.14234516781857726
24 336 0.14466354916039534 1.3267201743042174 -12.0 -12.0 -9.0 -8.0 0.9486348348829212 15 0.14850738961988114 20 0.1418245953026788
25 350 0.1389645821403108 1.350158598671899 -12.0 -12.0 -10.0 -7.0 0.9471879114844335 15 0.14259605873883394 20 0.13597027145775592
26 364 0.13909709110229948 1.350158598671899 -12.0 -12.0 -11.0 -9.0 0.9471879114844335 15 0.14360141126177486 5 0.13600157627234333
27 378 0.13929031810030157 1.3694164000288545 -12.0 -12.0 -10.0 -8.0 0.9431059626565271 15 0.14377308419598134 5 0.13609150354196506
