%# iteration evaluations sigma void fitness_of_recent_best x_of_recent_best(1...dimension) (randomSeed=1615389099698, Wed Mar 10 16:11:39 CET 2021)

1 14 0.16496672784477037 0 -6.0 0.32328539996104383 -1.0043500521601694 0.9117162659096475 0.21302517466283788 0.07052396989542059 -0.2675246030794487 -0.6462485437715266 0.09145407282528706 0.0883716595070532 0.3772510379614461 -0.1489898891075795 -0.9853541657958255 -0.3019546459463531 0.4286628981080332 0.05096127942595603 -0.6980951133208856 0.6151468970117262 0.058138880954141735 -0.1537175381370905 0.3031661450424711 0.11364812369066707 0.5024706717618264 0.8251926040961663 -0.8573102725360989 -0.33592432793327665 0.17438659530961692 0.04439915615369526 0.8707692746517859 -0.8820933681450425 -0.17997737916762296 0.35806682744425544 0.019726873157170546 
2 28 0.15689191979448042 0 -7.0 0.28195678613282893 -0.7266558908968214 0.8108816628397075 0.2718424321237472 0.26530815445756994 -0.12486723235491175 -0.3762546693246994 0.3822694867123444 -0.21776838807524954 -0.14027142805848222 -0.05304991913835648 -1.070670949417071 -0.5650852681410673 0.30396906543327346 -0.030086745256932668 -0.6175877441370152 0.691663280789598 -0.11481809708279964 0.03534714035795081 0.25853328248333507 0.08876276662617352 0.45611608209128673 0.81903910404636 -1.1088849510142225 -0.2125852858015016 0.16708140376774805 -0.22276388319040558 0.5730157876642414 -0.8711688287077716 -0.21688378970547348 0.22827824981599817 -0.14241829112360463 
3 42 0.15224819070157158 0 -8.0 0.25309990047363445 -0.9185347123291472 0.8589118345559049 0.15252863411183193 0.05343402282323213 -0.01615131862262184 -0.297385697626508 0.16436849070275122 0.5133500000034759 -0.16806968050407578 -0.060368444081598416 -1.3120250792434336 -0.3863042450592641 0.2844674147356302 -0.046515075247949705 -0.5708964565871746 0.5774839922154555 -0.22994747392607626 -0.09103781273924536 0.11010656658976659 -0.04150830793064195 0.3227046655020367 0.6548407114037207 -1.0497752481849019 -0.3938911708980597 0.274975483227464 -0.024080693128336148 0.7728486753135134 -0.6827662654660147 -0.17344294572137 0.1866839641239176 0.01230756794938474 
4 56 0.1514983431071134 0 -8.0 0.21352025598475627 -0.7397256029010759 0.9403569819833427 0.19627400997671235 -0.08957132595656342 -0.21352588942577058 -0.5548521040965547 0.1222345910756528 0.5694820190438021 -0.0407309819399693 0.05849882976160006 -1.02192351633139 -0.5505843387466928 0.3506094055979684 0.5391884093475799 -0.5854200186456504 0.6795873155927689 -0.24307259762042524 -0.3314986092133538 0.16744931941416294 -0.2454086884553568 0.4699036484898694 0.7461136919177999 -1.1332155837934208 -0.4753158713035747 0.2129957982758668 -0.3741214945351212 0.7376738931320851 -0.6197919689527652 -0.01652714276668052 -0.062127849506662114 -0.00762648404518429 
5 70 0.15038453668509671 0 -9.0 0.5099624836813771 -0.7563668039329712 0.9356776143150027 0.24107042393453332 0.016507083434899435 -0.45738137823149505 -0.7522189605084177 0.17463724268122754 0.126492835921586 0.21406601946016263 -0.01646419066469324 -1.1346195719717715 -0.7885873942686243 0.34899029653359664 0.2772377320397875 -0.5420367527779384 0.5221018335753884 -0.24990057786866035 -0.09511171119650684 0.4696120384869937 -0.4101551365969701 0.3993296229277775 0.7656536167591174 -0.9510039059823464 -0.32513908183101176 0.2280452516055078 -0.46011675206985553 0.6726815214791593 -0.6410299807111127 0.16277115445340154 0.1612916516927101 0.25131890910423665 
6 84 0.15117401207012107 0 -9.0 0.5054222192952251 -0.9648781981105421 0.9693036199691976 0.4453571761540164 0.14287277412279525 -0.45892369859082593 -0.4651445562675333 0.3406656142129174 0.39018101369776137 0.01171327998081434 -0.2292207924759848 -1.0027603421456577 -0.7438405238064322 0.2927464669840687 6.787495097498042E-4 -0.5508323659438049 0.718532801463224 -0.18033738869053678 -0.06887431571317557 0.258452109907865 -0.29588558341381893 0.12021804513764545 0.5885457253881052 -1.2400608822054902 -0.2502692605225478 0.23561651011299337 -0.27258308294062905 0.6995565307339857 -0.468793021160388 0.10629499207556127 0.3092914093796288 -0.14354986614281973 
7 98 0.14998722312645774 0 -10.0 0.6651834802296672 -0.8575666090564643 0.9220545263016311 0.09857853901315944 -0.06757387323020793 -0.6646060922188763 -0.15921644347610636 0.15375190648763593 0.28242178710745036 0.02292383928560314 -0.250863771262455 -0.760519859720751 -0.5979023012601983 0.34163967392327255 0.09034440624869904 -0.8118045477385682 0.8288315731361088 0.13057675452991502 0.03862704203733418 0.6563772404271389 -0.24210703048989068 0.2653534476941394 0.6895531316129608 -0.8139400652905422 -0.46938295398860763 0.3219817088330404 -0.24670295309492868 0.8688376957179109 -0.7549985145673305 0.007184962880960516 -0.0014457179186175562 -0.09579482661564258 
8 112 0.1506207811073592 0 -10.0 0.5618802571358609 -0.8258955129941004 1.169411035328202 0.27524672137144746 0.08991168880020975 -0.5878659507508075 0.01577448676857479 -0.04108153980117016 0.32853220187268284 0.15623917843216184 -0.0420097198290027 -0.7694586950388235 -0.604126031438546 0.45229447133083256 0.06821526479131146 -0.5820156863916115 0.8639085324450096 -0.5139611735035587 -0.1205029245704172 0.34647344932240465 -0.45489967387838026 0.4335019097366857 0.50563299677418 -0.8813300422417367 -0.47228030332861615 0.3801746620549545 -0.22215303370691325 0.8004883764144669 -1.100323021553365 -0.49079498366974644 0.1811252539152285 -0.050093963458806484 
9 126 0.1513600996715863 0 -11.0 0.36001586065815455 -0.7993646046054322 0.7086641795927575 0.48116935665327487 0.038131493283581036 -0.42656117462966614 -0.3760882176917542 0.17531545298856527 0.13726614871855095 0.0930977381146725 -0.27359036239181816 -0.8131126476017431 -0.6631484383820647 0.5866821597321045 0.2893573573083321 -0.3746288629569976 0.807552836444959 -0.3565902354975978 0.062371897807126486 0.3841743863844907 -0.29088319917430494 0.6151180588324114 0.6848241531481665 -1.137423428915056 -0.4014707434160732 0.4213490275381132 -0.6493592391560801 0.6202136501188669 -0.6195032413919285 -0.3745063659949203 -0.0739975482227436 0.19778876600142226 
10 140 0.15428241276408103 0 -10.0 0.5753616365010912 -0.7168313039083638 0.8615266384914262 0.29676300331052774 0.19142941335508357 -0.6103519366689361 -0.2918309052610333 0.31339401243028053 0.3334437247016235 -0.041129574507619726 -0.12945236172166674 -0.8394215904344944 -0.7376472658993334 0.22578361498307872 0.28876134089612643 -0.41659017010974664 0.8662981114421897 -0.395896917540031 0.33209735388406747 0.3565698086042401 -0.3239538163377603 0.5997852654049696 0.3901678983622051 -1.2864532331013039 -0.6183267229830971 0.4170306939792849 -0.4689591420978213 0.5058382266511766 -0.7727269091120834 -0.31797165267599037 -0.03831016698918625 0.2233144100357962 
